n,h_a,h_b,method,reps,limit_coverage,limit_mcse,limit_reps,coverage,mcse,failures,conditional_coverage,T_q025,T_q50,T_q975,T_q025_mcse,T_q50_mcse,T_q975_mcse,T_sd
300,0.25,8.0,emp,50000,0.956566,0.0002038320083892615,1000000,0.95374,0.0009393616172699412,0,0.95374,-1.9592220862394254,-0.008529679488941516,1.89625045399407,0.012331886395837656,0.00567691294007736,0.011141059768729977,0.9881862756966889
300,0.25,8.0,G,50000,0.956566,0.0002038320083892615,1000000,0.95554,0.0009217733821281677,0,0.95554,-1.9413962973743446,-0.00868528061168075,1.8789707390191301,0.011504764420441927,0.005753728907615594,0.010655210690883354,0.9784494418907004
300,0.25,12.0,emp,50000,0.952686,0.00021230964510356086,1000000,0.94976,0.0009768924444379734,0,0.94976,-1.9870551979685824,-0.005234000459853028,1.938153275445787,0.01319581995370206,0.005539828633802843,0.011083191032634932,1.0011824598660075
300,0.25,12.0,G,50000,0.952686,0.00021230964510356086,1000000,0.95204,0.0009556132941729097,0,0.95204,-1.9654482548853782,-0.0051311414387087105,1.923527874691702,0.012024562495447848,0.005546401998401362,0.01092134862812317,0.99129024961492
300,0.25,16.0,emp,50000,0.951307,0.00021522544401394547,1000000,0.94834,0.0009898610447936624,0,0.94834,-1.9968381842966931,-0.004323445608039335,1.9515826192319419,0.013676834358499923,0.005563612065659148,0.011511064987650173,1.00584480402863
300,0.25,16.0,G,50000,0.951307,0.00021522544401394547,1000000,0.95076,0.0009676303261059975,0,0.95076,-1.9736075388000864,-0.0043203122605274345,1.938659979189087,0.012139258384825826,0.00556655996823699,0.010929582211160005,0.9958993454916182
300,0.25,24.0,emp,50000,0.950315,0.0002172933518886392,1000000,0.94758,0.0009967160438158907,0,0.94758,-2.002755432946094,-0.0027400646187454706,1.9609715010793498,0.0139445205727349,0.00553545758531043,0.011505844780892161,1.0092089117891598
300,0.25,24.0,G,50000,0.950315,0.0002172933518886392,1000000,0.94988,0.0009757867144002325,0,0.94988,-1.980399004632613,-0.0027017328626399877,1.9511217864725008,0.012378661836996034,0.005581377234044511,0.010905311028206369,0.9992272289645162
300,0.25,32.0,emp,50000,0.949948,0.0002180522811070776,1000000,0.94706,0.001001372621954485,0,0.94706,-2.004261392630775,-0.0024893278731069482,1.9656009590674857,0.014039569376937311,0.005609364051305319,0.011469199964294633,1.0103924598015235
300,0.25,32.0,G,50000,0.949948,0.0002180522811070776,1000000,0.94946,0.0009796500232225796,0,0.94946,-1.9830617971917608,-0.002548699530267021,1.9564159630435518,0.012394082301472239,0.0055716115498614365,0.010753283225950493,1.0003991900544662
300,0.25,48.0,emp,50000,0.949673,0.00021861883054988656,1000000,0.94682,0.0010035127064467097,0,0.94682,-2.005285814715742,-0.002294095968041142,1.9685229316695774,0.014177646213693135,0.005634784002787722,0.011378655151738474,1.011239357469299
300,0.25,48.0,G,50000,0.949673,0.00021861883054988656,1000000,0.9491,0.0009829464888792263,0,0.9491,-1.9835513954141935,-0.00225013346541856,1.9594441115125327,0.012446867718597598,0.005613960670792908,0.010626297363406458,1.0012389039021967
300,0.25,64.0,emp,50000,0.949581,0.0002188079624670912,1000000,0.94676,0.0010040468355609709,0,0.94676,-2.0059759276567894,-0.002414514402564256,1.9695794436044218,0.01415994510078363,0.005591922329077017,0.011260266454010964,1.0115358738749463
300,0.25,64.0,G,50000,0.949581,0.0002188079624670912,1000000,0.94898,0.000984042271449758,0,0.94898,-1.984591737278978,-0.002444774968977467,1.9596619441908696,0.01247979590549044,0.00558635897461023,0.01059902188089264,1.0015334860843033
