law,n,reps,v_name,v,method,variance_ratio,Gaussian_coverage_benchmark,emp_minus_G,paired_mcse,fieller_factor,coverage,mcse,failures,conditional_coverage,T_q025,T_q50,T_q975,T_q025_mcse,T_q50_mcse,T_q975_mcse,T_sd,se_q025,se_q50,se_q975,se_q025_mcse,se_q50_mcse,se_q975_mcse,se_sd,error_q025,error_q50,error_q975,error_q025_mcse,error_q50_mcse,error_q975_mcse,error_sd,enlarged_G_coverage
G,300,50000,n^-1/2,0.057735026918962574,emp,1.0,0.95,-0.00258,0.00047103217451272743,1.0709122024908506,0.9448,0.0010213026975387858,0,0.9448,-2.003286473498329,0.0072474601121985715,2.0068275066397194,0.012209139073603641,0.004865793164697021,0.014481918310090405,1.0183732895755264,0.1412945938154251,0.16561774205784552,0.19492788877173922,0.0001613458795552921,5.71331703500072e-05,0.0002153799293210616,0.013706099889540616,-0.32765484010105084,0.0011610031242781978,0.33467531077915225,0.0016458262817879577,0.0008025034613198548,0.002233832804724455,0.168456211812982,0.9621
G,300,50000,n^-1/2,0.057735026918962574,G,1.0,0.95,-0.00258,0.00047103217451272743,1.0709122024908506,0.94738,0.000998510246316982,0,0.94738,-1.9770853688651204,0.007115707559019395,1.9860198428121512,0.010183379871220895,0.004847578181296558,0.013177342977797829,1.008546922535913,0.14838014117302495,0.1667612490734069,0.18770220173978516,0.00011056305914031103,5.6130278987145844e-05,0.00013039004932410053,0.010015224928677088,-0.32765484010105084,0.0011610031242781978,0.33467531077915225,0.0016458262817879577,0.0008025034613198548,0.002233832804724455,0.168456211812982,0.9621
G,300,50000,n^-1,0.0033333333333333335,emp,1.0,0.95,-0.00266,0.00047525046581787297,1.0709122024908506,0.94476,0.0010216510402285112,0,0.94476,-1.9936884660288883,0.008041532943307901,2.0130247442530655,0.011581833913662609,0.005085818032005814,0.014602494433626576,1.0192368723244878,0.5875244533803552,0.686888418377998,0.8069007278878744,0.0007130750225143929,0.00023461434549575761,0.0009265852500953762,0.05596956385153889,-1.3587056672598758,0.005510270186432797,1.3770697376680934,0.00661250276016708,0.0035040670121118667,0.009627250906876142,0.698594665940224,0.96224
G,300,50000,n^-1,0.0033333333333333335,G,1.0,0.95,-0.00266,0.00047525046581787297,1.0709122024908506,0.94742,0.0009981517279452053,0,0.94742,-1.9680342713652612,0.007916426694328777,1.9916069270496461,0.009381517181815215,0.00511038869469647,0.013822456443422634,1.0092416874290886,0.6172968066213731,0.6915762348260668,0.7758237027804703,0.0003759996938319423,0.00022734012415064902,0.0005673240281370798,0.04026947507733516,-1.3587056672598758,0.005510270186432797,1.3770697376680934,0.00661250276016708,0.0035040670121118667,0.009627250906876142,0.698594665940224,0.96224
G,300,50000,n^-2,1.1111111111111112e-05,emp,1.0,0.95,-0.0028,0.0004764952685544937,1.0709122024908506,0.94456,0.0010233905061119146,0,0.94456,-1.994198168658085,0.008597035057475493,2.0140636899345665,0.011707133890593014,0.005300540908364004,0.014499660233094874,1.0192807632236864,10.173840238847188,11.895240948793266,13.97207191115461,0.012453914833721592,0.004004432605499814,0.015149067040244102,0.9682582464300082,-23.525826530143398,0.10395302903307616,23.834903402260355,0.11446725573661765,0.0625987985615526,0.16507253485749201,12.099465195111557,0.9624
G,300,50000,n^-2,1.1111111111111112e-05,G,1.0,0.95,-0.0028,0.0004764952685544937,1.0709122024908506,0.94736,0.0009986894452230885,0,0.94736,-1.968827354096855,0.008565760750601104,1.9921017470095463,0.009530655576961816,0.005218627961131508,0.01373393170210244,1.009279297519726,10.697406797780847,11.977270799752695,13.4335727751164,0.007407384533149831,0.004015857677523331,0.009315991272766522,0.6956476628810416,-23.525826530143398,0.10395302903307616,23.834903402260355,0.11446725573661765,0.0625987985615526,0.16507253485749201,12.099465195111557,0.9624
G,1000,50000,1,1.0,emp,1.0,0.95,-0.00102,0.0003117388901351778,1.0197790060028074,0.9493,0.0009811168126171315,0,0.9493,-2.0235961113223464,-0.011644975001790413,1.9153403012956094,0.012552173348215989,0.003895901226363981,0.011897021778445812,1.0025592737572102,0.0353075580984678,0.0383863287295405,0.04175885617587523,1.7494214058722573e-05,8.97826551456048e-06,2.480696551523812e-05,0.0016538065193445327,-0.07421824613223932,-0.00044248199953604323,0.07656384998690619,0.0004482078577739591,0.00014975883131019676,0.0004120415273182537,0.038420948382169244,0.95414
G,1000,50000,1,1.0,G,1.0,0.95,-0.00102,0.0003117388901351778,1.0197790060028074,0.95032,0.0009717190705136948,0,0.95032,-2.0127118878611094,-0.011535860484611034,1.91076642662338,0.012649077408675626,0.003913230106947168,0.010674321479565388,0.999109781479299,0.03632912958198638,0.03847485007344523,0.040710400992423366,1.0239731115903997e-05,4.9063993462610785e-06,1.324052086239505e-05,0.0011201158537976767,-0.07421824613223932,-0.00044248199953604323,0.07656384998690619,0.0004482078577739591,0.00014975883131019676,0.0004120415273182537,0.038420948382169244,0.95414
G,1000,50000,n^-1/2,0.03162277660168379,emp,1.0,0.95,-0.0006,0.0003382234289663536,1.0197790060028074,0.95,0.0009746794344808968,0,0.95,-1.969988591737382,0.0021844020690788887,1.9551594957910474,0.008198358218925398,0.005692270953613306,0.008613697222242214,1.0025331388708407,0.11262657613994415,0.12302147088652134,0.13451624178605343,4.760535127801934e-05,2.687141364537923e-05,6.717038703310521e-05,0.005567174730147362,-0.2423418292302987,0.0002729220950642104,0.24020198559805514,0.001014328503900943,0.0007052701234723517,0.0011404611501495757,0.12325391075169355,0.95494
G,1000,50000,n^-1/2,0.03162277660168379,G,1.0,0.95,-0.0006,0.0003382234289663536,1.0197790060028074,0.9506,0.0009691196004621927,0,0.9506,-1.9644722260029976,0.0022423359637435167,1.9444236738727103,0.008224419526147537,0.005693602099867666,0.009756713079226024,0.9995160948339475,0.11568590654861138,0.12328556316066991,0.13136200051784575,4.058147645344112e-05,1.8749766018607442e-05,4.045068608511918e-05,0.00399539079923903,-0.2423418292302987,0.0002729220950642104,0.24020198559805514,0.001014328503900943,0.0007052701234723517,0.0011404611501495757,0.12325391075169355,0.95494
