n,residual_df,treatment_proxy,outcome_proxy,naive_F_A_on_Z,partial_F_Z_to_W_given_A,gaussian_F_D,sandwich_F_D,proximal_estimate,partial_correlation,sandwich_F_D_q025,sandwich_F_D_q975,estimate_q025,estimate_q975
5735,5716,pafi1,ph1,173.42999801953076,3.185697310053768,3.178611170756088,2.3055191976055145,-1.2452695871181694,0.023601258161165838,0.011107120166464488,12.732726433117552,-2.2486376539066626,0.13906886901279236
5735,5716,pafi1,hema1,173.42999801953076,32.305580738097234,31.591390249412054,25.709732903854626,-1.4118978011915302,-0.07496677919883624,9.165928117711868,51.301507259376514,-2.035756451714044,-0.8059069486719795
5735,5716,paco21,ph1,16.394775212287644,1980.0241248446562,829.9895720250872,315.1895164437349,-1.3278350991525574,-0.5072266115881654,218.24183547590783,461.93444236376934,-1.839460620013832,-0.8106325939665219
5735,5716,paco21,hema1,16.394775212287644,69.34005679805915,66.13114340423796,51.33746965977631,-1.1358113835436334,0.10947820063399918,30.317073980758465,78.35305961155603,-1.6886952301083373,-0.563296114445742
